Library_Name,rank_within_library,term_name,p_value,z_score,combined_score,overlapping_genes,adjusted_p_value,old_p_value,old_adjusted_p_value
Enrichr_Submissions_TF-Gene_Coocurrence,3,RBM10,1.67E-08,57.61287177,1031.778459,"['SLTM', 'KHSRP', 'PABPC1', 'SRSF6', 'ELAVL1', 'RBMX']",2.17E-06,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,4,RBM26,1.67E-08,57.61287177,1031.778459,"['SLTM', 'KHSRP', 'YLPM1', 'PABPC1', 'TNPO1', 'SRSF6']",2.17E-06,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,5,SMARCC1,1.67E-08,57.61287177,1031.778459,"['STAT1', 'KHSRP', 'PABPC1', 'SRSF6', 'ELAVL1', 'RBMX']",2.17E-06,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,6,ZFR,1.67E-08,57.61287177,1031.778459,"['SLTM', 'KHSRP', 'FAM120A', 'PABPC1', 'TNPO1', 'SRSF6']",2.17E-06,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,7,ZNF638,1.67E-08,57.61287177,1031.778459,"['SLTM', 'YLPM1', 'PABPC1', 'TNPO1', 'SRSF6', 'RBMX']",2.17E-06,0,0
GO_Biological_Process_2018,1,regulation of mRNA stability (GO:0043488),1.23E-08,100.9349593,1838.73556,"['KHSRP', 'IGF2BP2', 'PABPC1', 'TNPO1', 'ELAVL1']",2.56E-06,0,0
Jensen_TISSUES,1,Colonic cancer cell,2.00E-08,40.77248201,722.8114961,"['SLTM', 'ALYREF', 'KHSRP', 'FAM120A', 'YLPM1', 'PABPC1', 'ELAVL1']",2.78E-06,0,0
Virus-Host_PPI_P-HIPSTer_2020,4,Human papillomavirus type 128 E2 (gene: E2),2.57E-09,139.7331461,2763.701745,"['STAT1', 'YLPM1', 'PABPC1', 'ELAVL1', 'RBMX']",3.23E-06,0,0
WikiPathways_2019_Mouse,1,mRNA processing WP310,2.06E-07,37.12891986,571.5591254,"['SLTM', 'ALYREF', 'PABPC1', 'SRSF6', 'ELAVL1', 'RBMX']",4.13E-06,0,0
Enrichr_Users_Contributed_Lists_2020,2,SAFB2,3.06E-08,38.22212838,661.2987331,"['SLTM', 'ALYREF', 'FAM120A', 'YLPM1', 'PABPC1', 'ELAVL1', 'RBMX']",4.46E-06,0,0
Enrichr_Users_Contributed_Lists_2020,3,UCA1-bingding proteins that predicted by StarBase 2.0.,3.33E-08,177.2177778,3051.190881,"['SLTM', 'KHSRP', 'FAM120A', 'IGF2BP2']",4.46E-06,0,0
Enrichr_Users_Contributed_Lists_2020,4,SAFB1,5.46E-08,29.26795367,489.4318456,"['SLTM', 'ALYREF', 'FAM120A', 'YLPM1', 'IGF2BP2', 'PABPC1', 'ELAVL1', 'RBMX']",5.49E-06,0,0
ProteomicsDB_2020,1,Bone U2-OS BTO:0001938 NUC BioRep3 heavy,4.26E-08,77.94025157,1322.831393,"['SLTM', 'ALYREF', 'SRSF6', 'ELAVL1', 'RBMX']",5.52E-06,0,0
ProteomicsDB_2020,2,Bone U2-OS BTO:0001938 NUC BioRep3 light,4.26E-08,77.94025157,1322.831393,"['SLTM', 'ALYREF', 'SRSF6', 'ELAVL1', 'RBMX']",5.52E-06,0,0
ProteomicsDB_2020,3,Bone U2-OS BTO:0001938 NUC BioRep3 medium,4.26E-08,77.94025157,1322.831393,"['SLTM', 'ALYREF', 'SRSF6', 'ELAVL1', 'RBMX']",5.52E-06,0,0
Jensen_TISSUES,2,Erythroleukemia cell,9.13E-08,44.39407477,719.6063364,"['SLTM', 'STAT1', 'ALYREF', 'KHSRP', 'FAM120A', 'AKR1A1', 'YLPM1', 'IGF2BP2', 'PABPC1', 'SRSF6', 'ELAVL1', 'RBMX']",6.34E-06,0,0
Virus-Host_PPI_P-HIPSTer_2020,5,Human adenovirus 66 100 kDa hexon assembly-associated protein (gene: L4),6.83E-09,113.9793578,2142.966508,"['STAT1', 'ALYREF', 'PABPC1', 'SRSF6', 'ELAVL1']",6.87E-06,0,0
RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO,1,Miconazole Embryonic stem cells 6 hrs GSE63804 down,8.34E-09,46.51874574,865.3404593,"['KHSRP', 'FAM120A', 'YLPM1', 'PABPC1', 'TNPO1', 'SRSF6', 'RBMX']",8.28E-06,0,0
Virus-Host_PPI_P-HIPSTer_2020,6,Human papillomavirus type 40 early protein (gene: E2),1.09E-08,103.4739583,1897.353824,"['STAT1', 'ALYREF', 'PABPC1', 'SRSF6', 'ELAVL1']",9.11E-06,0,0
Virus-Host_PPI_P-HIPSTer_2020,7,Human papillomavirus E2 (gene: E2),1.88E-08,206.1395349,3666.680681,"['STAT1', 'YLPM1', 'PABPC1', 'ELAVL1']",1.28E-05,0,0
Virus-Host_PPI_P-HIPSTer_2020,8,Human papillomavirus type 16 transforming protein (gene: E7),2.05E-08,201.4444444,3565.711737,"['STAT1', 'KHSRP', 'IGF2BP2', 'ELAVL1']",1.28E-05,0,0
Virus-Host_PPI_P-HIPSTer_2020,9,Human papillomavirus type 114 E2 protein (gene: E2),2.30E-08,88.60267857,1558.506309,"['STAT1', 'IGF2BP2', 'PABPC1', 'SRSF6', 'ELAVL1']",1.28E-05,0,0
Reactome_2016,1,Regulation of mRNA stability by proteins that bind AU-rich elements Homo sapiens R-HSA-450531,2.21E-07,107.8861789,1653.28961,"['KHSRP', 'PABPC1', 'TNPO1', 'ELAVL1']",1.57E-05,0,0
Virus-Host_PPI_P-HIPSTer_2020,10,Human papillomavirus type 101 E2 protein,3.33E-08,177.2177778,3051.190881,"['STAT1', 'YLPM1', 'PABPC1', 'ELAVL1']",1.67E-05,0,0
BioPlex_2017,1,ELAVL2,3.75E-07,94.05673759,1391.801199,"['FAM120A', 'IGF2BP2', 'PABPC1', 'RBMX']",1.76E-05,0,0
Jensen_TISSUES,3,Cervical carcinoma cell,4.40E-07,37.31003289,546.0956158,"['SLTM', 'STAT1', 'ALYREF', 'KHSRP', 'FAM120A', 'AKR1A1', 'YLPM1', 'IGF2BP2', 'PABPC1', 'SRSF6', 'ELAVL1', 'RBMX']",2.04E-05,0,0
Virus-Host_PPI_P-HIPSTer_2020,11,Human papillomavirus 100 E7 protein (gene: E7),4.79E-08,161.0666667,2714.769334,"['STAT1', 'KHSRP', 'IGF2BP2', 'ELAVL1']",2.19E-05,0,0
BioPlanet_2019,1,mRNA stability regulation by proteins that bind AU-rich elements,2.21E-07,107.8861789,1653.28961,"['KHSRP', 'PABPC1', 'TNPO1', 'ELAVL1']",2.45E-05,0,0
GO_Biological_Process_2018,2,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",2.61E-07,53.45238095,810.2201388,"['ALYREF', 'PABPC1', 'SRSF6', 'ELAVL1', 'RBMX']",2.73E-05,0,0
GO_Biological_Process_2018,3,"mRNA splicing, via spliceosome (GO:0000398)",4.30E-07,48.17138672,706.1269822,"['ALYREF', 'PABPC1', 'SRSF6', 'ELAVL1', 'RBMX']",3.00E-05,0,0
Reactome_2016,2,mRNA Splicing - Major Pathway Homo sapiens R-HSA-72163,1.31E-06,67.88717949,919.33946,"['ALYREF', 'SRSF6', 'ELAVL1', 'RBMX']",3.11E-05,0,0
Reactome_2016,3,Gene Expression Homo sapiens R-HSA-74160,1.71E-06,18.10375847,240.4520155,"['ALYREF', 'KHSRP', 'IGF2BP2', 'PABPC1', 'TNPO1', 'SRSF6', 'ELAVL1', 'RBMX']",3.11E-05,0,0
Reactome_2016,4,mRNA Splicing Homo sapiens R-HSA-72172,1.75E-06,63.00634921,835.1315177,"['ALYREF', 'SRSF6', 'ELAVL1', 'RBMX']",3.11E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,8,BCLAF1,8.43E-07,41.86437075,585.5519448,"['SLTM', 'PABPC1', 'TNPO1', 'SRSF6', 'RBMX']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,9,BRD9,8.43E-07,41.86437075,585.5519448,"['SLTM', 'KHSRP', 'PABPC1', 'SRSF6', 'RBMX']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,10,CDC5L,8.43E-07,41.86437075,585.5519448,"['KHSRP', 'PABPC1', 'SRSF6', 'ELAVL1', 'RBMX']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,11,CPSF4,8.43E-07,41.86437075,585.5519448,"['STAT1', 'ALYREF', 'KHSRP', 'PABPC1', 'SRSF6']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,12,EWSR1,8.43E-07,41.86437075,585.5519448,"['KHSRP', 'PABPC1', 'SRSF6', 'ELAVL1', 'RBMX']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,13,LARP1,8.43E-07,41.86437075,585.5519448,"['KHSRP', 'FAM120A', 'PABPC1', 'TNPO1', 'SRSF6']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,14,LARP4,8.43E-07,41.86437075,585.5519448,"['SLTM', 'FAM120A', 'PABPC1', 'TNPO1', 'SRSF6']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,15,LARP7,8.43E-07,41.86437075,585.5519448,"['SLTM', 'KHSRP', 'PABPC1', 'SRSF6', 'RBMX']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,16,MTA2,8.43E-07,41.86437075,585.5519448,"['STAT1', 'KHSRP', 'PABPC1', 'SRSF6', 'ELAVL1']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,17,NFX1,8.43E-07,41.86437075,585.5519448,"['SLTM', 'KHSRP', 'PABPC1', 'TNPO1', 'SRSF6']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,18,RBM22,8.43E-07,41.86437075,585.5519448,"['STAT1', 'KHSRP', 'PABPC1', 'SRSF6', 'RBMX']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,19,SF3A3,8.43E-07,41.86437075,585.5519448,"['ALYREF', 'KHSRP', 'PABPC1', 'SRSF6', 'RBMX']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,20,TOX4,8.43E-07,41.86437075,585.5519448,"['STAT1', 'KHSRP', 'PABPC1', 'SRSF6', 'RBMX']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,21,UBP1,8.43E-07,41.86437075,585.5519448,"['SLTM', 'STAT1', 'PABPC1', 'TNPO1', 'SRSF6']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,22,ZC3H11A,8.43E-07,41.86437075,585.5519448,"['SLTM', 'KHSRP', 'PABPC1', 'TNPO1', 'SRSF6']",3.33E-05,0,0
Enrichr_Submissions_TF-Gene_Coocurrence,23,ZC3H14,8.43E-07,41.86437075,585.5519448,"['SLTM', 'KHSRP', 'PABPC1', 'TNPO1', 'SRSF6']",3.33E-05,0,0
GO_Biological_Process_2018,4,mRNA processing (GO:0006397),6.42E-07,44.30980216,631.7865023,"['ALYREF', 'PABPC1', 'SRSF6', 'ELAVL1', 'RBMX']",3.36E-05,0,0
RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO,2,Activin A Embryonic stem cells 100 ng-ml GSE50856 down,3.30E-07,34.17703769,510.048642,"['KHSRP', 'YLPM1', 'IGF2BP2', 'PABPC1', 'TNPO1', 'ELAVL1']",3.77E-05,0,0
RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO,3,Cyclophosphamide B16F10 tumors in C57BL-6 mice GSE71491 down,3.30E-07,34.17703769,510.048642,"['ALYREF', 'KHSRP', 'FAM120A', 'PABPC1', 'TNPO1', 'SRSF6']",3.77E-05,0,0
RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO,4,MOV10 HEK293F Overexpression GSE50499 down,3.34E-07,34.10553936,508.576959,"['ALYREF', 'KHSRP', 'PABPC1', 'TNPO1', 'SRSF6', 'RBMX']",3.77E-05,0,0
RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO,5,RBFOX2 HEK293T knockdown GSE60391 up,3.34E-07,34.10553936,508.576959,"['KHSRP', 'YLPM1', 'PABPC1', 'TNPO1', 'SRSF6', 'RBMX']",3.77E-05,0,0
RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO,6,PRMT4 CD34+ knockdown GSE46056 down,3.38E-07,34.03433227,507.112151,"['KHSRP', 'FAM120A', 'PABPC1', 'TNPO1', 'SRSF6', 'RBMX']",3.77E-05,0,0
RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO,7,PSMD13 HCT116 knockdown GSE56788 down,3.38E-07,34.03433227,507.112151,"['ALYREF', 'KHSRP', 'FAM120A', 'YLPM1', 'PABPC1', 'RBMX']",3.77E-05,0,0
RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO,8,miR-18a Tail bud Knockout GSE63813 up,3.38E-07,34.03433227,507.112151,"['FAM120A', 'AKR1A1', 'IGF2BP2', 'TNPO1', 'SRSF6', 'ELAVL1']",3.77E-05,0,0
RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO,9,BRD4 HCT116 knockdown GSE73317 down,3.42E-07,33.96341463,505.6541725,"['SLTM', 'ALYREF', 'FAM120A', 'TNPO1', 'SRSF6', 'RBMX']",3.77E-05,0,0
CCLE_Proteomics_2020,1,RCHACV HAEMATOPOIETIC AND LYMPHOID TISSUE TenPx42,2.65E-07,23.5408805,356.4607749,"['ALYREF', 'KHSRP', 'AKR1A1', 'PABPC1', 'TNPO1', 'SRSF6', 'ELAVL1', 'RBMX']",4.30E-05,0,0
BioPlanet_2019,2,Gene expression,8.08E-07,23.09781478,324.0208273,"['ALYREF', 'KHSRP', 'PABPC1', 'TNPO1', 'SRSF6', 'ELAVL1', 'RBMX']",4.49E-05,0,0
ProteomicsDB_2020,4,Bone U2-OS BTO:0001938 NUC BioRep2 heavy,7.50E-07,42.90069686,605.0621527,"['SLTM', 'ALYREF', 'KHSRP', 'ELAVL1', 'RBMX']",4.86E-05,0,0
ProteomicsDB_2020,5,Bone U2-OS BTO:0001938 NUC BioRep2 light,7.50E-07,42.90069686,605.0621527,"['SLTM', 'ALYREF', 'KHSRP', 'ELAVL1', 'RBMX']",4.86E-05,0,0
ProteomicsDB_2020,6,Bone U2-OS BTO:0001938 NUC BioRep2 medium,7.50E-07,42.90069686,605.0621527,"['SLTM', 'ALYREF', 'KHSRP', 'ELAVL1', 'RBMX']",4.86E-05,0,0
NURSA_Human_Endogenous_Complexome,2,BL1854 (RBM14),1.50E-07,60.0151699,943.1000596,"['SLTM', 'YLPM1', 'PABPC1', 'ELAVL1', 'RBMX']",5.47E-05,0,0
GO_Molecular_Function_2018,3,mRNA binding (GO:0003729),4.16E-06,50.31619048,623.3576623,"['IGF2BP2', 'PABPC1', 'ELAVL1', 'RBMX']",5.69E-05,0,0
NURSA_Human_Endogenous_Complexome,3,JQ006 (MSH2),2.67E-07,53.21928879,805.5700617,"['SLTM', 'FAM120A', 'PABPC1', 'ELAVL1', 'RBMX']",6.49E-05,0,0
Jensen_TISSUES,4,T-cell chronic lymphocytic leukemia cell,1.89E-06,17.00942184,224.179062,"['STAT1', 'ALYREF', 'KHSRP', 'FAM120A', 'YLPM1', 'IGF2BP2', 'SRSF6', 'ELAVL1', 'RBMX']",6.56E-05,0,0
Virus-Host_PPI_P-HIPSTer_2020,12,Human parechovirus 8 VP3,1.74E-07,399.44,6216.840321,"['STAT1', 'PABPC1', 'ELAVL1']",7.05E-05,0,0
Virus-Host_PPI_P-HIPSTer_2020,13,Human papillomavirus type 119 regulatory protein E2 (gene: E2),1.82E-07,113.4415954,1760.268673,"['STAT1', 'YLPM1', 'PABPC1', 'ELAVL1']",7.05E-05,0,0
Reactome_2016,5,Processing of Capped Intron-Containing Pre-mRNA Homo sapiens R-HSA-72203,5.61E-06,46.55614345,562.872695,"['ALYREF', 'SRSF6', 'ELAVL1', 'RBMX']",7.97E-05,0,0
Virus-Host_PPI_P-HIPSTer_2020,14,Cercopithecine betaherpesvirus 5 tegument protein UL37 (gene: UL47),2.25E-07,55.14229911,844.0799672,"['STAT1', 'ALYREF', 'PABPC1', 'SRSF6', 'ELAVL1']",8.08E-05,0,0
Virus-Host_PPI_P-HIPSTer_2020,15,Human papillomavirus type 112 E2 protein (gene: E2),2.78E-07,101.660281,1534.68419,"['STAT1', 'YLPM1', 'PABPC1', 'ELAVL1']",9.31E-05,0,0
Virus-Host_PPI_P-HIPSTer_2020,16,Human adenovirus 16 100 kDa hexon assembly-associated protein (gene: L4),3.45E-07,96.11111111,1430.184024,"['STAT1', 'PABPC1', 'SRSF6', 'ELAVL1']",0.000100358,0,0
Virus-Host_PPI_P-HIPSTer_2020,17,Human adenovirus 7d2 100 kDa hexon assembly-associated protein (gene: L4),3.45E-07,96.11111111,1430.184024,"['STAT1', 'PABPC1', 'SRSF6', 'ELAVL1']",0.000100358,0,0
Virus-Host_PPI_P-HIPSTer_2020,18,Human papillomavirus type 57 E2,3.59E-07,95.07287933,1410.765195,"['STAT1', 'ALYREF', 'PABPC1', 'ELAVL1']",0.000100358,0,0
Jensen_TISSUES,5,Monocyte,3.66E-06,inf,inf,"['STAT1', 'ALYREF', 'AKR1A1', 'YLPM1', 'ELAVL1', 'SLTM', 'KHSRP', 'FAM120A', 'IGF2BP2', 'PABPC1', 'TNPO1', 'SRSF6', 'RBMX']",0.000101881,0,0
CCLE_Proteomics_2020,2,JEKO1 HAEMATOPOIETIC AND LYMPHOID TISSUE TenPx39,1.27E-06,21.51637484,292.1200717,"['SLTM', 'ALYREF', 'KHSRP', 'YLPM1', 'PABPC1', 'SRSF6', 'RBMX']",0.000102855,0,0
Jensen_TISSUES,6,Gut,4.86E-06,inf,inf,"['STAT1', 'ALYREF', 'AKR1A1', 'YLPM1', 'ELAVL1', 'SLTM', 'KHSRP', 'FAM120A', 'IGF2BP2', 'PABPC1', 'TNPO1', 'SRSF6', 'RBMX']",0.000112484,0,0
Jensen_COMPARTMENTS,1,Messenger ribonucleoprotein complex,7.37E-07,43.05288462,607.9376827,"['ALYREF', 'FAM120A', 'PABPC1', 'SRSF6', 'ELAVL1']",0.000124548,0,0
PPI_Hub_Proteins,2,MAP1LC3A,2.85E-06,32.42228836,414.0272111,"['KHSRP', 'YLPM1', 'PABPC1', 'ELAVL1', 'RBMX']",0.00013373,0,0
Virus-Host_PPI_P-HIPSTer_2020,19,Human papillomavirus type 106 E2 protein,5.54E-07,84.97008547,1224.131186,"['STAT1', 'IGF2BP2', 'PABPC1', 'ELAVL1']",0.000141215,0,0
Virus-Host_PPI_P-HIPSTer_2020,20,Human adenovirus B3 L4 100-kDa protein (gene: L4),5.96E-07,83.35849057,1194.769413,"['STAT1', 'PABPC1', 'SRSF6', 'ELAVL1']",0.000141215,0,0
Virus-Host_PPI_P-HIPSTer_2020,21,Human mastadenovirus B hexon assembly protein 100K (gene: L4),5.96E-07,83.35849057,1194.769413,"['STAT1', 'PABPC1', 'SRSF6', 'ELAVL1']",0.000141215,0,0
Virus-Host_PPI_P-HIPSTer_2020,22,Human papillomavirus type 68b E2 protein (gene: E2),6.18E-07,82.57528557,1180.542965,"['STAT1', 'YLPM1', 'PABPC1', 'ELAVL1']",0.000141215,0,0
NIH_Funded_PIs_2017_Human_AutoRIF,1,Conrad Nicholas K (Ut Southwestern Medical Center),1.45E-07,427.9928571,6739.106753,"['ALYREF', 'PABPC1', 'ELAVL1']",0.000172524,0,0
Virus-Host_PPI_P-HIPSTer_2020,23,Influenza A virus (A/goose/Guangdong/1/1996(H5N1)) hemagglutinin (gene: HA),7.90E-07,77.47758285,1088.652949,"['STAT1', 'KHSRP', 'IGF2BP2', 'ELAVL1']",0.000172638,0,0
Virus-Host_PPI_P-HIPSTer_2020,24,Norovirus Hu/GII/BG1C0405/2012/BGD protein p48 (gene: POL),8.62E-07,221.7777778,3096.870921,"['STAT1', 'YLPM1', 'ELAVL1']",0.000180547,0,0
Virus-Host_PPI_P-HIPSTer_2020,25,Human papillomavirus type 102 E2 protein,9.33E-07,74.20354809,1030.30858,"['STAT1', 'ALYREF', 'PABPC1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,26,Horsepox virus HSPV112 (DEAD-like helicases superfamily),1.05E-06,206.462069,2841.820724,"['STAT1', 'PABPC1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,27,Human papillomavirus type 13 E7 (gene: E7),1.16E-06,199.57,2728.00932,"['STAT1', 'KHSRP', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,28,"Human betaherpesvirus 6 U73, origin binding protein (gene: U73)",1.27E-06,193.1225806,2622.109609,"['STAT1', 'PABPC1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,29,Human betaherpesvirus 6A DNA replication origin-binding helicase (gene: U73),1.27E-06,193.1225806,2622.109609,"['STAT1', 'PABPC1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,30,Norovirus Hu/GII.4/HS292/2012/USA protein p48 (gene: POL),1.27E-06,193.1225806,2622.109609,"['STAT1', 'YLPM1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,31,Norovirus Hu/GII.4/HS66/2001/USA protein p48 (gene: POL),1.39E-06,187.078125,2523.346918,"['STAT1', 'YLPM1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,32,Norovirus Hu/GII/BG1C0204/2011/BGD protein p48 (gene: POL),1.39E-06,187.078125,2523.346918,"['STAT1', 'YLPM1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,33,Human papillomavirus type 131 E2 (gene: E2),1.51E-06,181.4,2431.043256,"['STAT1', 'YLPM1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,34,Human papillomavirus type 53 early protein (gene: E7),1.51E-06,181.4,2431.043256,"['STAT1', 'KHSRP', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,35,Human papillomavirus type 96 E7,1.51E-06,181.4,2431.043256,"['STAT1', 'KHSRP', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,36,Human rhinovirus B91 1D,1.51E-06,181.4,2431.043256,"['STAT1', 'YLPM1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,37,Norovirus Hu/GII/BG1C0004/2010/BGD protein p48 (gene: POL),1.51E-06,181.4,2431.043256,"['STAT1', 'YLPM1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,38,Norovirus Hu/Norwalk/10034/2009/VNM protein p48 (gene: POL),1.51E-06,181.4,2431.043256,"['STAT1', 'YLPM1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,39,Norovirus Hu/Norwalk/20094/2009/VNM protein p48 (gene: POL),1.51E-06,181.4,2431.043256,"['STAT1', 'YLPM1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,40,Norovirus Hu/GII.4/HS288/2012/USA protein p48 (gene: POL),1.65E-06,176.0558824,2344.602798,"['STAT1', 'YLPM1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,41,Norovirus Hu/Norwalk/10079/2009/VNM protein p48 (gene: POL),1.65E-06,176.0558824,2344.602798,"['STAT1', 'YLPM1', 'ELAVL1']",0.000182748,0,0
Virus-Host_PPI_P-HIPSTer_2020,42,Cowpox virus CPXV123 protein (gene: CPXV123 CDS),1.79E-06,171.0171429,2263.499882,"['STAT1', 'PABPC1', 'ELAVL1']",0.000182748,0,0
